No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.50370425005084,-76.24458874708479,-76.40567070713979,-72.26821281070828
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-83.13146621048053,-84,-75.67079875806016
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-82.20635215700068,-82.9702208615794,-74.94824028551722
