時刻,CABLE Output (VB-Audio Virtual Cable),ヘッドセット (Jabra Elite 85t Hands-Free AG Audio)
2023/02/12 04:34:55.415,-33.71314109182274,-59.56151371550382
2023/02/12 04:34:55.552,-39.58716673766942,-76.70036204278452
2023/02/12 04:34:55.683,-41.79670037676473,-73.35904717364454
2023/02/12 04:34:55.820,-67.92741086404209,-78.65057269305306
2023/02/12 04:34:55.966,-57.364421609439276,-42.432341769591844
2023/02/12 04:34:56.105,-39.61367168779118,-52.22852740492424
2023/02/12 04:34:56.241,-27.98264760045456,-50.88387120069852
2023/02/12 04:34:56.375,-27.583170385846504,-54.67321041316828
2023/02/12 04:34:56.501,-28.354469019533454,-60.75973483180824
2023/02/12 04:34:56.626,-25.450249485922498,-69.61006276515151
2023/02/12 04:34:56.752,-38.14159288222665,-64.52476019807442
2023/02/12 04:34:56.879,-47.610297662322836,-70.04753351453874
2023/02/12 04:34:57.016,-36.97164217848997,-62.66958900150145
2023/02/12 04:34:57.146,-48.35304232432713,-72.42080338994612
2023/02/12 04:34:57.285,-34.96713004406463,-80.42467814930212
2023/02/12 04:34:57.419,-47.64840801186888,-80.90964899453891
2023/02/12 04:34:57.551,-67.9417942706783,-77.27658654236492
2023/02/12 04:34:57.701,-49.23193203264881,-71.6243318120324
2023/02/12 04:34:57.827,-49.23193203264881,-50.44991539033766
2023/02/12 04:34:57.953,-30.704945206452123,-72.1715482648188
2023/02/12 04:34:58.086,-30.704945206452123,-71.6710074405386
2023/02/12 04:34:58.221,-40.60814463041239,-44.895659997033746
2023/02/12 04:34:58.347,-41.07076272054247,-44.895659997033746
2023/02/12 04:34:58.485,-32.27927992988016,-54.726577522649826
2023/02/12 04:34:58.624,-31.301533062599947,-78.0392544188996
2023/02/12 04:34:58.762,-30.60241490774263,-72.30110690810993
2023/02/12 04:34:58.898,-61.46222007065279,-78.52878800536698
2023/02/12 04:34:59.034,-67.9279045146744,-79.2392618995646
2023/02/12 04:34:59.166,-67.93228366663365,-44.26015453049842
2023/02/12 04:34:59.303,-67.89040986117172,-66.13249253396154
2023/02/12 04:34:59.430,-27.185308986683797,-52.70519278249413
2023/02/12 04:34:59.561,-49.501749690019075,-52.15074939687307
2023/02/12 04:34:59.692,-33.20207770417363,-61.90996159296567
2023/02/12 04:34:59.826,-27.30529642013153,-61.87100873356112
2023/02/12 04:34:59.952,-37.93208784688585,-50.56643500458825
2023/02/12 04:35:00.078,-27.519056562041975,-65.34149997236749
2023/02/12 04:35:00.205,-27.519056562041975,-73.28853383353052
2023/02/12 04:35:00.331,-48.753499620828194,-63.58761983270591
2023/02/12 04:35:00.482,-43.52871817383357,-67.14391116917852
2023/02/12 04:35:00.609,-35.56485467571554,-66.00564016330034
2023/02/12 04:35:00.735,-44.944501417904334,-61.975776662928965
2023/02/12 04:35:00.860,-45.145840970794254,-79.51591948353507
2023/02/12 04:35:01.001,-42.17864343177567,-75.01080517069283
2023/02/12 04:35:01.126,-67.70322440674548,-73.10915309469297
2023/02/12 04:35:01.264,-67.95568105771541,-69.2155246054279
