No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.62178919952872,-76.35528590096186,-76.36755379877744,-75.85537490861388
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-76.91256546070461,-76.87004946792564,-65.3481862973913
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-71.51039473487427,-72.52450514363245,-51.99738156109067
