No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-73.9383453747468,-37.24634526143873,-29.798182898783757,-10.13225554055969
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-82.02659943480053,-82.6408591602797,-70.50462310969522
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-79.22189618655432,-82.45197684327933,-45.740006695124144
