No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.67078112174481,-76.39058270170634,-76.38313184586393,-76.13960525217563
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-81.03532199418696,-81.60371469838914,-63.005472836416544
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-81.71426563160747,-82.81159704185109,-69.5570752769701
