No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-73.89058935928121,-40.439885250276696,-35.00119348987515,-11.241881552478972
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-81.14741127344718,-81.74271331586954,-66.77808720144925
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-79.72368579891828,-80.74365052236905,-52.23788209796623
