No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-71.28719408676963,-47.81921221370449,-44.452544230464056,-25.436484482524282
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-83.85898954864453,-48.57209139743764,-44.609773526519575,-19.35819649814254
