No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.62448808077217,-65.69341790321018,-66.78487814466368,-43.53030945949484
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-80.66313398441268,-81.0695358152294,-69.50391341953974
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-75.91535224911912,-77.00701426040649,-57.75086109238765
