No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-73.84275591014722,-73.51536416600858,-73.49202070612458,-73.25738152752285
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-81.66538493046164,-82.74875842400492,-69.51433554703542
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-76.75350502099789,-78.55405164321466,-39.092074038995236
