No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.60653989635315,-76.32098199399444,-76.32929363550609,-75.99244972545607
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-81.09392021920935,-81.39051366628115,-69.27647124731494
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-77.84692494588131,-83.41325923235327,-38.17468800008624
