No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.38162469263746,-36.26279973343637,-31.41093686866096,-11.66098886225447
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-80.41863881018135,-81.47184369072039,-59.75868749846585
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-82.72700759945823,-84,-49.81358697357543
