No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.66024350506008,-65.26936216985355,-75.63997201748319,-30.814620706043886
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-76.06669244237358,-79.49557366238065,-42.38481528897297
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-67.05862886519077,-72.77305581196747,-18.99582082548505
