No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-74.28532621307104,-63.701976915724956,-65.80955571480109,-37.34161174494454
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-82.16046369075971,-83.70935438879503,-62.0783521657203
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-82.24994139302743,-84,-59.74231091965975
