No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-74.37939922942752,-70.25365639510483,-73.4106152049109,-45.90742005290615
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-79.02031106756507,-81.16662419381299,-46.02135954511705
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-75.96722199468773,-77.63621148471654,-38.68635480562759
