No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-73.30241822844597,-62.234930042658775,-72.70831504662887,-33.61917358187079
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-78.1735610160787,-77.90439903589244,-72.0911126623074
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-78.46229940845726,-79.73676066808851,-63.18026924862274
