No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-73.66679859546748,-73.41556710573546,-73.41878272800972,-73.21755889176589
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-81.18676499032757,-81.5337786989612,-73.83147180351314
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-81.55456803299512,-84,-60.22741428368933
