No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-73.43821132303128,-73.00386993107907,-73.00410245189413,-72.70899701735884
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-79.98442009141161,-81.42256333771016,-60.62347940524945
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-81.3392284230548,-84,-54.15022939252948
