No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.74329143756617,-59.3721893041546,-73.32528986273279,-13.639093262418108
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-80.32573080070739,-80.40041662701037,-68.68942797101516
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-80.95456802023958,-82.1319208320608,-66.79232059455248
