No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-75.86161448642014,-41.21238420799003,-37.776300560498285,-15.5052399524131
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-80.94556690533327,-82.14040925061653,-53.28743576234202
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-80.822049020793,-84,-50.88024204468774
