No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.40438945260364,-45.457445789768535,-40.09674097349979,-15.709331757909432
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-78.51469249103388,-79.2984014684915,-59.283498445796724
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-79.91534197972788,-84,-46.19901231775443
