No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-73.73123580371384,-33.94440578583213,-30.196503891811876,-7.121717849806933
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-79.28128851011664,-81.00882796551666,-58.66020091651108
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-79.39308737223246,-82.06995170494112,-43.19026177921099
