No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.88201527817174,-44.96752495961858,-38.46773618444044,-17.025208447321166
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-81.26349801810471,-81.98457805315294,-59.68878294419653
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-80.50943759567063,-83.44475589790336,-53.50338817655719
