No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-74.07468445127071,-73.37730160001232,-73.67405865214343,-60.242733454011706
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-81.45312303761278,-82.60276373808848,-67.2701376161926
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-80.70358680895123,-84,-54.289884217716065
