No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.41249145329193,-45.23380296872918,-40.70468801009754,-19.98590735180088
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-81.73617763250022,-82.39146036533198,-66.05804463791073
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-78.62680790972142,-79.77589420368284,-55.71057132798878
