No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.5606737290093,-72.47375953522968,-76.10439091915781,-46.56418988435352
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-79.9001311940941,-81.3980494912535,-52.36068867534489
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-81.40090300718866,-84,-63.03453228548574
