No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-72.0724628669459,-34.198870104026305,-28.655289683680234,-11.598735523162564
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-78.22554912367329,-81.1213416099366,-48.02716856033519
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-78.84704652342033,-80.4669376381874,-65.84363125515735
