No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.79799347538918,-76.36555244643533,-76.33176151284368,-76.12070361899143
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-80.74082929301852,-81.87143775700248,-68.03110223853355
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-77.30463988537858,-78.5978627410719,-60.35677157633424
