No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-73.35514449329142,-33.08310301685026,-27.74695515579772,-10.746229105856637
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-83.56946993804988,-73.69855311324221,-74.49990717019793,-55.1010910404686
3,マイク配列 (Realtek High Definition Audio(SST)),-78.94911691953739,-65.05539569897127,-66.91630955693554,-42.91148398958383
