No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-77.03993819279572,-76.63540608474284,-76.63333222619147,-76.28909279821896
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-80.90921678263823,-81.36094384124961,-67.5224189115302
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-76.46091505309172,-79.54531319267582,-36.120200905409156
