No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.73523064948054,-72.94190091997581,-76.30348635104568,-33.496597659441505
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-80.45890395397231,-81.97947592094292,-54.4105107460393
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-74.24756437577938,-77.99312349873783,-29.405692426747542
