No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.20432634782964,-41.12467419604348,-37.38971518935283,-16.749460700765333
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-83.65522536049431,-84,-78.18967870749736
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-82.32430256489658,-82.88021810662848,-76.24879415027466
