No,Name,Min,Avg,Median,Max
1,CABLE Output (VB-Audio Virtual Cable),-76.50543654742623,-63.69382411089112,-62.36450832318948,-40.54701582727556
2,ヘッドセット (Jabra Elite 85t Hands-Free AG Audio),-84,-78.63901902984527,-79.11488045147064,-65.73775281652915
3,マイク配列 (Realtek High Definition Audio(SST)),-84,-78.20318295545297,-80.68514750859464,-55.89165295397901
